1,1
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,5
62,5
62,21
63,5
64,5
65,5
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,5
74,5
75,5
76,5
77,5
78,5
79,5
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,5
88,5
89,5
90,5
91,5
92,5
93,5
94,5
95,5
96,5
97,5
98,6
99,7
100,7
100,14
101,7
102,7
103,7
104,7
105,7
106,7
107,7
108,7
109,7
110,7
111,7
111,20
111,21
112,7
113,7
114,7
115,8
116,9
117,10
118,10
119,10
120,10
121,10
122,10
123,10
124,10
125,10
126,11
127,11
128,12
129,12
130,12
131,12
132,12
133,12
134,12
135,12
136,12
137,12
138,12
139,12
140,12
141,12
142,12
143,12
144,12
145,12
146,12
147,12
148,12
149,12
150,12
151,12
152,12
153,13
154,13
155,13
156,13
157,13
158,13
159,13
160,13
161,13
162,13
163,13
164,13
165,13
166,13
167,13
168,13
169,13
170,13
171,13
172,7
172,14
173,14
174,14
174,33
175,14
176,14
177,14
178,14
179,14
180,14
181,14
182,14
183,14
184,15
185,15
186,15
187,15
188,15
189,15
190,15
191,15
192,15
193,15
194,15
195,15
196,15
197,15
198,16
199,16
200,16
201,16
202,16
203,16
204,16
205,16
206,16
207,16
208,16
209,16
210,16
211,16
212,16
213,16
214,16
215,17
216,17
217,17
218,17
219,17
220,17
221,17
222,17
223,17
224,17
225,17
226,17
227,17
228,17
229,17
230,17
231,17
232,17
233,17
234,17
235,17
236,17
237,17
238,17
239,17
240,17
241,17
242,18
243,18
244,18
245,18
246,18
247,18
248,18
249,18
250,18
251,18
252,18
253,18
254,18
255,18
256,19
257,19
258,19
259,19
260,19
261,20
262,20
263,20
264,20
265,20
266,20
267,20
268,20
269,20
270,20
271,20
272,20
273,20
274,20
275,20
276,20
277,20
278,20
279,20
280,20
281,20
282,20
283,20
284,20
285,20
286,20
287,20
288,7
288,20
288,21
289,20
290,20
291,20
292,20
293,20
294,20
295,20
296,20
297,20
298,20
299,20
300,20
301,20
302,20
303,20
304,20
305,21
306,21
307,21
308,5
308,21
309,21
310,21
311,21
312,21
313,21
314,21
315,21
316,21
317,21
318,21
319,21
320,21
321,21
322,21
323,21
324,21
325,21
326,21
327,21
328,21
329,7
329,20
329,21
330,21
331,21
332,21
333,21
334,21
335,21
336,21
337,21
338,21
339,21
340,22
341,22
342,22
343,22
344,22
345,22
346,22
347,22
348,22
349,23
350,23
351,23
352,23
353,23
354,23
355,23
356,24
357,24
358,24
359,24
360,24
361,24
362,24
363,25
364,25
365,25
366,25
367,25
368,25
369,25
370,25
371,26
372,26
373,26
374,26
375,26
376,26
377,26
378,26
379,26
380,26
381,26
382,26
383,26
384,26
385,26
386,26
387,26
388,26
389,26
390,26
391,26
392,26
393,26
394,26
395,26
396,26
397,26
398,26
399,26
400,26
401,27
402,27
403,27
404,27
405,28
406,28
407,28
408,28
409,28
410,28
411,28
412,28
413,28
414,28
415,28
416,28
417,28
418,28
419,28
420,28
421,28
422,29
423,29
424,29
425,29
426,29
427,29
428,29
429,29
430,29
431,29
432,29
433,29
434,29
435,29
436,29
437,29
438,29
439,29
440,29
441,29
442,29
443,29
444,29
445,29
446,29
447,29
448,29
449,29
450,29
451,29
452,29
453,29
454,30
455,30
456,30
457,30
458,31
459,31
460,31
461,31
462,31
463,31
464,31
465,31
466,31
467,31
468,31
469,31
470,31
471,31
472,31
473,31
474,31
475,31
476,31
477,31
478,31
479,31
480,31
481,31
482,31
483,31
484,31
485,31
486,31
487,31
488,31
489,32
490,32
491,32
492,32
493,33
494,33
495,33
496,33
497,33
498,33
499,33
500,33
501,33
502,33
503,33
504,33
505,33
506,33
507,33
508,33
509,33
510,33
511,33
512,33
513,33
514,33
515,33
516,33
517,33
518,33
519,33
520,33
521,33
522,33
523,33
524,14
524,33
525,33
526,33
527,33
528,33
529,33
530,33
531,33
532,33
533,33
534,33
535,33
536,33
537,33
538,33
539,33
540,33
541,33
542,33
543,33
544,33
545,33
546,33
547,33
548,33
549,33
550,33
551,33
552,33
553,33
554,33
555,33
556,33
557,33
558,33
559,33
560,33
561,33
562,34
563,34
564,34
565,34
566,34
567,34
568,34
569,34
570,34
571,34
572,34
573,34
574,34
575,35
576,35
577,35
578,35
579,35
580,35
581,35
582,35
583,35
584,35
585,35
586,35
587,35
588,35
589,35
590,35
591,35
592,35
593,35
594,35
